idx,prompt,label_text,label,original_label,group,group_text,top1,topk_set,avgk_set,conformal_marginal_set,conformal_conditional_set,corr_ans_text,topk_text,avgk_text,conformal_marginal_text,conformal_conditional_text,prompt_original
6,"Troy is principal and co-founder of the environmental consultanct Spatial Informatics Group, LLC.He is also a fellow of the Gund Institute of Ecological Economics and co-principal investigator of the Baltimore Ecosystem Study, one of the National Science Foundation's two urban Long-Term Ecological Research projects.",Professor,0,21,1,Male,0,3 4 0 ,0 ,4 0 ,0 ,The best answer is 0. Professor.,3. Journalist  4. Psychologist  0. Professor,0. Professor,4. Psychologist  0. Professor,0. Professor,"Troy is principal and co-founder of the environmental consultanct Spatial Informatics Group, LLC. He is also a fellow of the Gund Institute of Ecological Economics and co-principal investigator of the Baltimore Ecosystem Study, one of the National Science Foundation's two urban Long-Term Ecological Research projects. He served for four years as a planning commissioner for the city of Burlington, VT. He is the author of The Very Hungry City, published in 2012, and numerous articles."
7,"Petersburg, where she teaches courses in American Government and Public Law.Her latest book, Congressional Participation as Amicus Curiae before the U.S. Supreme Court, explores how Members of Congress attempt to influence Supreme Court decision-making in specific cases.In addition to her scholarly activities, Professor McLauchlan has extensive experience in American government and politics.",Professor,0,21,0,Female,0,1 3 0 ,0 ,3 0 ,0 ,The best answer is 0. Professor.,1. Physician  3. Journalist  0. Professor,0. Professor,3. Journalist  0. Professor,0. Professor,"Petersburg, where she teaches courses in American Government and Public Law. Her latest book, Congressional Participation as Amicus Curiae before the U.S. Supreme Court, explores how Members of Congress attempt to influence Supreme Court decision-making in specific cases. In addition to her scholarly activities, Professor McLauchlan has extensive experience in American government and politics. McLauchlan worked at the U.S. Supreme Court, the U.S. Senate Judiciary Committee, the U.S. Department of Justice, and the White House. A veteran of several presidential campaigns, she has managed statewide operations across the United States, from Portland, Maine to Portland, Oregon. Phone:[Number]; Email :[Email]"
80,"Her scholarship focuses on housing and community development policy and planning, attending to the legacies of discrimination in urban policy-making. She engages in research and practice with the aim of dismantling institutional racism, and in 2016 she was awarded the Dale Prize for scholarship on urban planning for community self-determination and racial justice from Cal Poly Pomona.",Professor,0,21,0,Female,0,4 5 0 ,0 ,4 0 ,0 ,The best answer is 0. Professor.,4. Psychologist  5. Teacher  0. Professor,0. Professor,4. Psychologist  0. Professor,0. Professor,"Her scholarship focuses on housing and community development policy and planning, attending to the legacies of discrimination in urban policy-making. She engages in research and practice with the aim of dismantling institutional racism, and in 2016 she was awarded the Dale Prize for scholarship on urban planning for community self-determination and racial justice from Cal Poly Pomona."
81,"He teaches courses in individual, marital and family therapy.Dr. Newfield is a Clinical Member and Approved Supervisor for the American Association for Marriage and Family Therapy.As a documentary photographer, the primary focus of his photography has been on the everyday lives of West Virginian's struggling to make ends meet.",Professor,0,21,1,Male,2,2 4 0 ,2 0 ,2 0 ,2 0 ,The best answer is 0. Professor.,2. Photographer  4. Psychologist  0. Professor,2. Photographer  0. Professor,2. Photographer  0. Professor,2. Photographer  0. Professor,"He teaches courses in individual, marital and family therapy. Dr. Newfield is a Clinical Member and Approved Supervisor for the American Association for Marriage and Family Therapy. As a documentary photographer, the primary focus of his photography has been on the everyday lives of West Virginian's struggling to make ends meet. His most recent exhibitions have been at the WVU College of Creative Arts Mesaros Gallery and at the Ogelbay Institute's Stifel Fine Arts Center in Wheeling. Pittsburgh Film Makers is currently displaying his work in two of their galleries through December 4. He is also a columnist and contributing editor for Social Work Today Magazine. His column for the magazine is titled ""Picturing Social Work ""."
82,"He is board-certified in general surgery and fellowship-trained in complex surgical oncology and hepatopancreatobiliary(liver, pancreas and bile ducts) surgery.He earned his medical degree from Beijing Medical University and performed postdoctoral oncology research at the UT Southwestern Medical Center.",Professor,0,21,1,Male,7,1 7 0 ,7 ,7 ,1 7 ,The best answer is 0. Professor.,1. Physician  7. Surgeon  0. Professor,7. Surgeon,7. Surgeon,1. Physician  7. Surgeon,"He is board-certified in general surgery and fellowship-trained in complex surgical oncology and hepatopancreatobiliary(liver, pancreas and bile ducts) surgery. He earned his medical degree from Beijing Medical University and performed postdoctoral oncology research at the UT Southwestern Medical Center. He was then trained in general surgery at the Johns Hopkins Hospital and completed clinical fellowships at the Johns Hopkins Hospital in both surgical oncology and hepatopancreatobiliary surgery. His clinical interests include both benign and malignant tumors of the stomach, liver, pancreas, bile ducts, and gallbladder. He performs minimally invasive(laparoscopic and robotic) pancreas and liver operations."
83,"At New York-Presbyterian Hospital, she serves as the Director of the Adolescent Medicine Consult Service, the Medical Director of the Lang Youth Mentoring Program, and the Director and Principal Investigator for the Family PEACE Program, a Department of Justice funded Safe Start Initiative site that works with mothers and children exposed to domestic violence.",Professor,0,21,0,Female,4,1 4 0 ,1 4 0 ,1 4 7 0 ,1 4 0 ,The best answer is 0. Professor.,1. Physician  4. Psychologist  0. Professor,1. Physician  4. Psychologist  0. Professor,1. Physician  4. Psychologist  7. Surgeon  0. Professor,1. Physician  4. Psychologist  0. Professor,"At New York-Presbyterian Hospital, she serves as the Director of the Adolescent Medicine Consult Service, the Medical Director of the Lang Youth Mentoring Program, and the Director and Principal Investigator for the Family PEACE Program, a Department of Justice funded Safe Start Initiative site that works with mothers and children exposed to domestic violence. Marina received her undergraduate and medical degrees at Brown University. She completed her Pediatrics Residency, Chief Residency, and Adolescent Medicine Fellowship at The Children's Hospital of Philadelphia and is completing a Master's in Clinical Epidemiology from the University of Pennsylvania."
84,"Dr. Diehl received her M.D.degree at the University of Michigan Medical School in 1994 and completed her General Surgery residency, critical care fellowship, and breast care fellowship, also at the University of Michigan.",Professor,0,21,0,Female,7,1 7 0 ,1 7 ,1 7 ,1 7 ,The best answer is 0. Professor.,1. Physician  7. Surgeon  0. Professor,1. Physician  7. Surgeon,1. Physician  7. Surgeon,1. Physician  7. Surgeon,"Dr. Diehl received her M.D. degree at the University of Michigan Medical School in 1994 and completed her General Surgery residency, critical care fellowship, and breast care fellowship, also at the University of Michigan. Dr. Diehl is a member of the American College of Surgeons and a member of numerous societies including the American Medical Association, the American College of Surgeons, Association for Women Surgeons, American Society of Breast Surgeons, American Society of Breast Disease, Society of Surgical Oncology, Association for Academic Surgery, and American Society of Clinical Oncology. Dr. Diehl's clinical interests focus is treatment of elderly breast cancer patients, hormonal therapy in the prevention and treatment of breast cancer and screening and peri-operative care of geriatric patients."
85,"His paintings and prints are in the permanent collections of the Coca-Cola Corporation, the Los Angeles Times, Sony Music, The Sharjah Museum of Art, and the Vero Beach Museum of Art, among others.",Professor,0,21,1,Male,2,2 8 0 ,2 8 ,2 8 0 ,2 8 ,The best answer is 0. Professor.,2. Photographer  8. Painter  0. Professor,2. Photographer  8. Painter,2. Photographer  8. Painter  0. Professor,2. Photographer  8. Painter,"His paintings and prints are in the permanent collections of the Coca-Cola Corporation, the Los Angeles Times, Sony Music, The Sharjah Museum of Art, and the Vero Beach Museum of Art, among others."
86,She has been a contributor to a new metacognition movement in the Southeastern Pennsylvania Consortium of Higher Education(SEPCHE) to assess and educate faculty on metacognitive pedagogy and student learning.,Professor,0,21,0,Female,0,4 5 0 ,5 0 ,5 0 ,5 0 ,The best answer is 0. Professor.,4. Psychologist  5. Teacher  0. Professor,5. Teacher  0. Professor,5. Teacher  0. Professor,5. Teacher  0. Professor,She has been a contributor to a new metacognition movement in the Southeastern Pennsylvania Consortium of Higher Education(SEPCHE) to assess and educate faculty on metacognitive pedagogy and student learning.
87,"His most recent research is related to the Freemen-on-the-Land sovereigntist movement in Canada, and he is working on a study that models the fragmentation of trafficking networks upon removal of key actors and leaders. He received his Ph.D. in Sociology from the University of Waterloo, and his Master's Degree in Criminology from the University of Montreal.",Professor,0,21,1,Male,0,3 4 0 ,0 ,0 ,4 0 ,The best answer is 0. Professor.,3. Journalist  4. Psychologist  0. Professor,0. Professor,0. Professor,4. Psychologist  0. Professor,"His most recent research is related to the Freemen-on-the-Land sovereigntist movement in Canada, and he is working on a study that models the fragmentation of trafficking networks upon removal of key actors and leaders. He received his Ph.D. in Sociology from the University of Waterloo, and his Master's Degree in Criminology from the University of Montreal."
