idx,prompt,label_text,label,original_label,group,group_text,top1,topk_set,avgk_set,conformal_marginal_set,conformal_conditional_set,corr_ans_text,topk_text,avgk_text,conformal_marginal_text,conformal_conditional_text
533,data/facet/images/imgs_2/sa_255560.jpg,Backpacker,1,0,1,Middle,1,1 11 16,1,1 5 11 16,1 5 11 16,The best answer is 1. Backpacker.,1. Backpacker  11. Laborer  16. Salesperson,1. Backpacker,1. Backpacker  5. Farmer  11. Laborer  16. Salesperson,1. Backpacker  5. Farmer  11. Laborer  16. Salesperson
536,data/facet/images/imgs_2/sa_3784671.jpg,Backpacker,1,0,3,Unknown,1,1 6 16,1 6 11 16,1 6 11 16,1 6 11 16,The best answer is 1. Backpacker.,1. Backpacker  6. Guard  16. Salesperson,1. Backpacker  6. Guard  11. Laborer  16. Salesperson,1. Backpacker  6. Guard  11. Laborer  16. Salesperson,1. Backpacker  6. Guard  11. Laborer  16. Salesperson
543,data/facet/images/imgs_2/sa_5488594.jpg,Backpacker,1,0,1,Middle,1,1 2 10,1,1,1,The best answer is 1. Backpacker.,1. Backpacker  2. Boatman  10. Horse Rider,1. Backpacker,1. Backpacker,1. Backpacker
550,data/facet/images/imgs_2/sa_5301120.jpg,Backpacker,1,0,1,Middle,3,3 11 16,3 11 15 16,3 11 15 16,3 11 15 16,The best answer is 1. Backpacker.,3. Computer User  11. Laborer  16. Salesperson,3. Computer User  11. Laborer  15. Repairman  16. Salesperson,3. Computer User  11. Laborer  15. Repairman  16. Salesperson,3. Computer User  11. Laborer  15. Repairman  16. Salesperson
945,data/facet/images/imgs_2/sa_2319819.jpg,Backpacker,1,0,1,Middle,16,13 16 19,16,13 16 19,6 13 16 19,The best answer is 1. Backpacker.,13. Motorcyclist  16. Salesperson  19. Speaker,16. Salesperson,13. Motorcyclist  16. Salesperson  19. Speaker,6. Guard  13. Motorcyclist  16. Salesperson  19. Speaker
1074,data/facet/images/imgs_2/sa_5161621.jpg,Backpacker,1,0,3,Unknown,1,1 10 12,1,1 10 12,1 10,The best answer is 1. Backpacker.,1. Backpacker  10. Horse Rider  12. Officer,1. Backpacker,1. Backpacker  10. Horse Rider  12. Officer,1. Backpacker  10. Horse Rider
1092,data/facet/images/imgs_2/sa_3594058.jpg,Backpacker,1,0,3,Unknown,14,11 14 16,14 16,14 16,14 16,The best answer is 1. Backpacker.,11. Laborer  14. Painter  16. Salesperson,14. Painter  16. Salesperson,14. Painter  16. Salesperson,14. Painter  16. Salesperson
1097,data/facet/images/imgs_2/sa_5269223.jpg,Backpacker,1,0,0,Younger,18,6 16 18,6 18,1 6 16 18,18,The best answer is 1. Backpacker.,6. Guard  16. Salesperson  18. Skateboarder,6. Guard  18. Skateboarder,1. Backpacker  6. Guard  16. Salesperson  18. Skateboarder,18. Skateboarder
1199,data/facet/images/imgs_2/sa_3014932.jpg,Backpacker,1,0,0,Younger,1,1 12 18,1 3 6 8 10 12 18,1 8 12 18,1 8 12 18,The best answer is 1. Backpacker.,1. Backpacker  12. Officer  18. Skateboarder,1. Backpacker  3. Computer User  6. Guard  8. Gymnast  10. Horse Rider  12. Officer  18. Skateboarder,1. Backpacker  8. Gymnast  12. Officer  18. Skateboarder,1. Backpacker  8. Gymnast  12. Officer  18. Skateboarder
1215,data/facet/images/imgs_2/sa_3821635.jpg,Backpacker,1,0,1,Middle,20,8 11 20,6 8 11 15 20,8 11 15 20,8 11 15 20,The best answer is 1. Backpacker.,8. Gymnast  11. Laborer  20. Tennis Player,6. Guard  8. Gymnast  11. Laborer  15. Repairman  20. Tennis Player,8. Gymnast  11. Laborer  15. Repairman  20. Tennis Player,8. Gymnast  11. Laborer  15. Repairman  20. Tennis Player
499,data/facet/images/imgs_2/sa_363638.jpg,Backpacker,1,0,0,Younger,1,1 6 16,1 6 16,1 6 10 16,1,The best answer is 1. Backpacker.,1. Backpacker  6. Guard  16. Salesperson,1. Backpacker  6. Guard  16. Salesperson,1. Backpacker  6. Guard  10. Horse Rider  16. Salesperson,1. Backpacker
526,data/facet/images/imgs_2/sa_3274109.jpg,Backpacker,1,0,0,Younger,1,1 6 16,1 4 6 14 15 16,1 4 6 16,1 4 6 16,The best answer is 1. Backpacker.,1. Backpacker  6. Guard  16. Salesperson,1. Backpacker  4. Craftsman  6. Guard  14. Painter  15. Repairman  16. Salesperson,1. Backpacker  4. Craftsman  6. Guard  16. Salesperson,1. Backpacker  4. Craftsman  6. Guard  16. Salesperson
381,data/facet/images/imgs_2/sa_4059546.jpg,Backpacker,1,0,0,Younger,16,1 6 16,1 3 6 11 15 16,1 6 11 16,1 6 11 16,The best answer is 1. Backpacker.,1. Backpacker  6. Guard  16. Salesperson,1. Backpacker  3. Computer User  6. Guard  11. Laborer  15. Repairman  16. Salesperson,1. Backpacker  6. Guard  11. Laborer  16. Salesperson,1. Backpacker  6. Guard  11. Laborer  16. Salesperson
389,data/facet/images/imgs_2/sa_2315596.jpg,Backpacker,1,0,2,Older,13,1 13 16,13,13,1 2 13 16,The best answer is 1. Backpacker.,1. Backpacker  13. Motorcyclist  16. Salesperson,13. Motorcyclist,13. Motorcyclist,1. Backpacker  2. Boatman  13. Motorcyclist  16. Salesperson
270,data/facet/images/imgs_2/sa_3195677.jpg,Backpacker,1,0,1,Middle,1,1 6 12,1 3 6 10 11 12 13,1 6 10 12,1 6 10 12,The best answer is 1. Backpacker.,1. Backpacker  6. Guard  12. Officer,1. Backpacker  3. Computer User  6. Guard  10. Horse Rider  11. Laborer  12. Officer  13. Motorcyclist,1. Backpacker  6. Guard  10. Horse Rider  12. Officer,1. Backpacker  6. Guard  10. Horse Rider  12. Officer
279,data/facet/images/imgs_2/sa_3261071.jpg,Backpacker,1,0,3,Unknown,1,1 11 16,1 16,1 16,1,The best answer is 1. Backpacker.,1. Backpacker  11. Laborer  16. Salesperson,1. Backpacker  16. Salesperson,1. Backpacker  16. Salesperson,1. Backpacker
147,data/facet/images/imgs_2/sa_5531528.jpg,Backpacker,1,0,1,Middle,1,1 11 16,1,1 11,1 3 11 16,The best answer is 1. Backpacker.,1. Backpacker  11. Laborer  16. Salesperson,1. Backpacker,1. Backpacker  11. Laborer,1. Backpacker  3. Computer User  11. Laborer  16. Salesperson
153,data/facet/images/imgs_2/sa_3771423.jpg,Backpacker,1,0,1,Middle,1,1 5 11,1,1,1,The best answer is 1. Backpacker.,1. Backpacker  5. Farmer  11. Laborer,1. Backpacker,1. Backpacker,1. Backpacker
598,data/facet/images/imgs_2/sa_2540798.jpg,Backpacker,1,0,0,Younger,1,1 3 16,1,1,1,The best answer is 1. Backpacker.,1. Backpacker  3. Computer User  16. Salesperson,1. Backpacker,1. Backpacker,1. Backpacker
607,data/facet/images/imgs_2/sa_2140694.jpg,Backpacker,1,0,0,Younger,9,3 9 16,3 9 11 14 16 20,3 9 14 16,3 9 14 16,The best answer is 1. Backpacker.,3. Computer User  9. Hairdresser  16. Salesperson,3. Computer User  9. Hairdresser  11. Laborer  14. Painter  16. Salesperson  20. Tennis Player,3. Computer User  9. Hairdresser  14. Painter  16. Salesperson,3. Computer User  9. Hairdresser  14. Painter  16. Salesperson
627,data/facet/images/imgs_2/sa_4375077.jpg,Backpacker,1,0,1,Middle,3,1 3 16,1 3 4 5 14 16,1 3 5 16,1 3 5 16,The best answer is 1. Backpacker.,1. Backpacker  3. Computer User  16. Salesperson,1. Backpacker  3. Computer User  4. Craftsman  5. Farmer  14. Painter  16. Salesperson,1. Backpacker  3. Computer User  5. Farmer  16. Salesperson,1. Backpacker  3. Computer User  5. Farmer  16. Salesperson
630,data/facet/images/imgs_2/sa_1951379.jpg,Backpacker,1,0,1,Middle,14,11 14 16,14,14,14 16,The best answer is 1. Backpacker.,11. Laborer  14. Painter  16. Salesperson,14. Painter,14. Painter,14. Painter  16. Salesperson
577,data/facet/images/imgs_2/sa_5246025.jpg,Backpacker,1,0,0,Younger,1,1 11 14,1 14,1 11 14 16,1,The best answer is 1. Backpacker.,1. Backpacker  11. Laborer  14. Painter,1. Backpacker  14. Painter,1. Backpacker  11. Laborer  14. Painter  16. Salesperson,1. Backpacker
919,data/facet/images/imgs_2/sa_3110162.jpg,Backpacker,1,0,1,Middle,1,1 4 16,1 16,1 16,1 2 4 16,The best answer is 1. Backpacker.,1. Backpacker  4. Craftsman  16. Salesperson,1. Backpacker  16. Salesperson,1. Backpacker  16. Salesperson,1. Backpacker  2. Boatman  4. Craftsman  16. Salesperson
922,data/facet/images/imgs_2/sa_5097356.jpg,Backpacker,1,0,3,Unknown,16,1 11 16,16,16,16,The best answer is 1. Backpacker.,1. Backpacker  11. Laborer  16. Salesperson,16. Salesperson,16. Salesperson,16. Salesperson
930,data/facet/images/imgs_2/sa_535911.jpg,Backpacker,1,0,3,Unknown,1,1 11 16,1 11 16,1 6 11 16,1 6 11 16,The best answer is 1. Backpacker.,1. Backpacker  11. Laborer  16. Salesperson,1. Backpacker  11. Laborer  16. Salesperson,1. Backpacker  6. Guard  11. Laborer  16. Salesperson,1. Backpacker  6. Guard  11. Laborer  16. Salesperson
557,data/facet/images/imgs_2/sa_4017612.jpg,Backpacker,1,0,1,Middle,3,3 16 19,3 6 16 18 19 20,3 6 16 19,3 6 16 19,The best answer is 1. Backpacker.,3. Computer User  16. Salesperson  19. Speaker,3. Computer User  6. Guard  16. Salesperson  18. Skateboarder  19. Speaker  20. Tennis Player,3. Computer User  6. Guard  16. Salesperson  19. Speaker,3. Computer User  6. Guard  16. Salesperson  19. Speaker
567,data/facet/images/imgs_2/sa_3999641.jpg,Backpacker,1,0,1,Middle,1,1 5 11,1 5,1 5 11 16,1 5 11 16,The best answer is 1. Backpacker.,1. Backpacker  5. Farmer  11. Laborer,1. Backpacker  5. Farmer,1. Backpacker  5. Farmer  11. Laborer  16. Salesperson,1. Backpacker  5. Farmer  11. Laborer  16. Salesperson
590,data/facet/images/imgs_2/sa_213409.jpg,Backpacker,1,0,1,Middle,1,1 4 16,1 16,1 4 11 16,1 4 11 16,The best answer is 1. Backpacker.,1. Backpacker  4. Craftsman  16. Salesperson,1. Backpacker  16. Salesperson,1. Backpacker  4. Craftsman  11. Laborer  16. Salesperson,1. Backpacker  4. Craftsman  11. Laborer  16. Salesperson
595,data/facet/images/imgs_2/sa_3943571.jpg,Backpacker,1,0,1,Middle,16,1 14 16,14 16,1 14 16,1 2 14 16,The best answer is 1. Backpacker.,1. Backpacker  14. Painter  16. Salesperson,14. Painter  16. Salesperson,1. Backpacker  14. Painter  16. Salesperson,1. Backpacker  2. Boatman  14. Painter  16. Salesperson
1192,data/facet/images/imgs_2/sa_181212.jpg,Backpacker,1,0,3,Unknown,16,11 16 18,6 10 11 14 15 16 18,11 14 16 18,11 14 16 18,The best answer is 1. Backpacker.,11. Laborer  16. Salesperson  18. Skateboarder,6. Guard  10. Horse Rider  11. Laborer  14. Painter  15. Repairman  16. Salesperson  18. Skateboarder,11. Laborer  14. Painter  16. Salesperson  18. Skateboarder,11. Laborer  14. Painter  16. Salesperson  18. Skateboarder
1000,data/facet/images/imgs_2/sa_5070769.jpg,Backpacker,1,0,1,Middle,16,1 6 16,6 16,1 6 13 16,1 6 13 16,The best answer is 1. Backpacker.,1. Backpacker  6. Guard  16. Salesperson,6. Guard  16. Salesperson,1. Backpacker  6. Guard  13. Motorcyclist  16. Salesperson,1. Backpacker  6. Guard  13. Motorcyclist  16. Salesperson
772,data/facet/images/imgs_2/sa_3225903.jpg,Backpacker,1,0,1,Middle,10,1 10 16,1 5 10 11 16,1 5 10 16,1 5 10 16,The best answer is 1. Backpacker.,1. Backpacker  10. Horse Rider  16. Salesperson,1. Backpacker  5. Farmer  10. Horse Rider  11. Laborer  16. Salesperson,1. Backpacker  5. Farmer  10. Horse Rider  16. Salesperson,1. Backpacker  5. Farmer  10. Horse Rider  16. Salesperson
700,data/facet/images/imgs_2/sa_5397669.jpg,Backpacker,1,0,3,Unknown,1,1 2 6,1 2 6 14,1 2 6 14,1 2 6 14,The best answer is 1. Backpacker.,1. Backpacker  2. Boatman  6. Guard,1. Backpacker  2. Boatman  6. Guard  14. Painter,1. Backpacker  2. Boatman  6. Guard  14. Painter,1. Backpacker  2. Boatman  6. Guard  14. Painter
840,data/facet/images/imgs_2/sa_2860785.jpg,Backpacker,1,0,1,Middle,11,11 13 16,5 6 11 13 16,5 11 13 16,5 11 13 16,The best answer is 1. Backpacker.,11. Laborer  13. Motorcyclist  16. Salesperson,5. Farmer  6. Guard  11. Laborer  13. Motorcyclist  16. Salesperson,5. Farmer  11. Laborer  13. Motorcyclist  16. Salesperson,5. Farmer  11. Laborer  13. Motorcyclist  16. Salesperson
689,data/facet/images/imgs_2/sa_2123689.jpg,Backpacker,1,0,1,Middle,16,2 11 16,2 11 14 16,2 11 14 16,2 11 14 16,The best answer is 1. Backpacker.,2. Boatman  11. Laborer  16. Salesperson,2. Boatman  11. Laborer  14. Painter  16. Salesperson,2. Boatman  11. Laborer  14. Painter  16. Salesperson,2. Boatman  11. Laborer  14. Painter  16. Salesperson
662,data/facet/images/imgs_2/sa_2499281.jpg,Backpacker,1,0,0,Younger,1,1 17 20,1,1,1,The best answer is 1. Backpacker.,1. Backpacker  17. Singer  20. Tennis Player,1. Backpacker,1. Backpacker,1. Backpacker
668,data/facet/images/imgs_2/sa_1968795.jpg,Backpacker,1,0,1,Middle,1,1 2 11,1 2,1 2,1 2 7 11,The best answer is 1. Backpacker.,1. Backpacker  2. Boatman  11. Laborer,1. Backpacker  2. Boatman,1. Backpacker  2. Boatman,1. Backpacker  2. Boatman  7. Guitarist  11. Laborer
107,data/facet/images/imgs_2/sa_4253431.jpg,Backpacker,1,0,1,Middle,16,6 16 17,6 11 16 17,6 11 16 17,6 11 16 17,The best answer is 1. Backpacker.,6. Guard  16. Salesperson  17. Singer,6. Guard  11. Laborer  16. Salesperson  17. Singer,6. Guard  11. Laborer  16. Salesperson  17. Singer,6. Guard  11. Laborer  16. Salesperson  17. Singer
230,data/facet/images/imgs_2/sa_3780739.jpg,Backpacker,1,0,3,Unknown,1,1 6 16,1 16,1 6 14 16,1 6 14 16,The best answer is 1. Backpacker.,1. Backpacker  6. Guard  16. Salesperson,1. Backpacker  16. Salesperson,1. Backpacker  6. Guard  14. Painter  16. Salesperson,1. Backpacker  6. Guard  14. Painter  16. Salesperson
1331,data/facet/images/imgs_2/sa_5153707.jpg,Backpacker,1,0,1,Middle,1,1 11 16,1 5 11 16,1 5 11 16,1 5 11 16,The best answer is 1. Backpacker.,1. Backpacker  11. Laborer  16. Salesperson,1. Backpacker  5. Farmer  11. Laborer  16. Salesperson,1. Backpacker  5. Farmer  11. Laborer  16. Salesperson,1. Backpacker  5. Farmer  11. Laborer  16. Salesperson
1330,data/facet/images/imgs_2/sa_209527.jpg,Backpacker,1,0,1,Middle,1,1 6 7,1 4 6 7 11 12 15 17 18 19,1 6 7 15,1 6 7 15,The best answer is 1. Backpacker.,1. Backpacker  6. Guard  7. Guitarist,1. Backpacker  4. Craftsman  6. Guard  7. Guitarist  11. Laborer  12. Officer  15. Repairman  17. Singer  18. Skateboarder  19. Speaker,1. Backpacker  6. Guard  7. Guitarist  15. Repairman,1. Backpacker  6. Guard  7. Guitarist  15. Repairman
72,data/facet/images/imgs_2/sa_2375131.jpg,Backpacker,1,0,1,Middle,16,1 11 16,1 3 6 11 14 16,1 3 11 16,1 3 11 16,The best answer is 1. Backpacker.,1. Backpacker  11. Laborer  16. Salesperson,1. Backpacker  3. Computer User  6. Guard  11. Laborer  14. Painter  16. Salesperson,1. Backpacker  3. Computer User  11. Laborer  16. Salesperson,1. Backpacker  3. Computer User  11. Laborer  16. Salesperson
1104,data/facet/images/imgs_2/sa_2389927.jpg,Backpacker,1,0,1,Middle,1,1 13 16,1 13,1 13 16 18,1 13 16 18,The best answer is 1. Backpacker.,1. Backpacker  13. Motorcyclist  16. Salesperson,1. Backpacker  13. Motorcyclist,1. Backpacker  13. Motorcyclist  16. Salesperson  18. Skateboarder,1. Backpacker  13. Motorcyclist  16. Salesperson  18. Skateboarder
351,data/facet/images/imgs_2/sa_4726432.jpg,Backpacker,1,0,0,Younger,1,1 11 16,1,1,1,The best answer is 1. Backpacker.,1. Backpacker  11. Laborer  16. Salesperson,1. Backpacker,1. Backpacker,1. Backpacker
48,data/facet/images/imgs_2/sa_3718037.jpg,Backpacker,1,0,3,Unknown,1,1 2 11,1,1 2 11,1 2,The best answer is 1. Backpacker.,1. Backpacker  2. Boatman  11. Laborer,1. Backpacker,1. Backpacker  2. Boatman  11. Laborer,1. Backpacker  2. Boatman
1102,data/facet/images/imgs_2/sa_51806.jpg,Boatman,2,1,3,Unknown,2,2 11 14,2,2,2,The best answer is 2. Boatman.,2. Boatman  11. Laborer  14. Painter,2. Boatman,2. Boatman,2. Boatman
1113,data/facet/images/imgs_2/sa_2863451.jpg,Boatman,2,1,1,Middle,2,2 11 14,2 14,2 11 14 17,2 11 14 17,The best answer is 2. Boatman.,2. Boatman  11. Laborer  14. Painter,2. Boatman  14. Painter,2. Boatman  11. Laborer  14. Painter  17. Singer,2. Boatman  11. Laborer  14. Painter  17. Singer
354,data/facet/images/imgs_2/sa_5247360.jpg,Boatman,2,1,3,Unknown,2,2 6 11,2 11,2 6 11,2 6 11,The best answer is 2. Boatman.,2. Boatman  6. Guard  11. Laborer,2. Boatman  11. Laborer,2. Boatman  6. Guard  11. Laborer,2. Boatman  6. Guard  11. Laborer
35,data/facet/images/imgs_2/sa_4457844.jpg,Boatman,2,1,0,Younger,2,1 2 11,2,2,2,The best answer is 2. Boatman.,1. Backpacker  2. Boatman  11. Laborer,2. Boatman,2. Boatman,2. Boatman
22,data/facet/images/imgs_2/sa_2574130.jpg,Boatman,2,1,0,Younger,2,1 2 11,2,2,2,The best answer is 2. Boatman.,1. Backpacker  2. Boatman  11. Laborer,2. Boatman,2. Boatman,2. Boatman
1266,data/facet/images/imgs_2/sa_3203784.jpg,Boatman,2,1,0,Younger,2,2 11 16,2,2,2,The best answer is 2. Boatman.,2. Boatman  11. Laborer  16. Salesperson,2. Boatman,2. Boatman,2. Boatman
473,data/facet/images/imgs_2/sa_4719987.jpg,Boatman,2,1,1,Middle,2,2 11 16,2,2 11,2 11,The best answer is 2. Boatman.,2. Boatman  11. Laborer  16. Salesperson,2. Boatman,2. Boatman  11. Laborer,2. Boatman  11. Laborer
1009,data/facet/images/imgs_2/sa_3173669.jpg,Boatman,2,1,3,Unknown,2,2 6 12,2 6 12,2 6 12,2 6 12,The best answer is 2. Boatman.,2. Boatman  6. Guard  12. Officer,2. Boatman  6. Guard  12. Officer,2. Boatman  6. Guard  12. Officer,2. Boatman  6. Guard  12. Officer
439,data/facet/images/imgs_2/sa_3140119.jpg,Boatman,2,1,0,Younger,2,2 5 16,2,2,2,The best answer is 2. Boatman.,2. Boatman  5. Farmer  16. Salesperson,2. Boatman,2. Boatman,2. Boatman
260,data/facet/images/imgs_2/sa_4745781.jpg,Boatman,2,1,1,Middle,2,2 6 16,2 6,2 6,2 6,The best answer is 2. Boatman.,2. Boatman  6. Guard  16. Salesperson,2. Boatman  6. Guard,2. Boatman  6. Guard,2. Boatman  6. Guard
266,data/facet/images/imgs_2/sa_2590400.jpg,Boatman,2,1,1,Middle,2,2 11 16,2,2,2,The best answer is 2. Boatman.,2. Boatman  11. Laborer  16. Salesperson,2. Boatman,2. Boatman,2. Boatman
191,data/facet/images/imgs_2/sa_4271157.jpg,Boatman,2,1,3,Unknown,2,2 4 15,2 4 6 11 14 15 16,2 4 11 15,2 4 11 15,The best answer is 2. Boatman.,2. Boatman  4. Craftsman  15. Repairman,2. Boatman  4. Craftsman  6. Guard  11. Laborer  14. Painter  15. Repairman  16. Salesperson,2. Boatman  4. Craftsman  11. Laborer  15. Repairman,2. Boatman  4. Craftsman  11. Laborer  15. Repairman
193,data/facet/images/imgs_2/sa_319794.jpg,Boatman,2,1,3,Unknown,2,2 6 12,2 6,2 6 11 12,2 6 12,The best answer is 2. Boatman.,2. Boatman  6. Guard  12. Officer,2. Boatman  6. Guard,2. Boatman  6. Guard  11. Laborer  12. Officer,2. Boatman  6. Guard  12. Officer
199,data/facet/images/imgs_2/sa_4879022.jpg,Boatman,2,1,0,Younger,2,1 2 11,2,2,2,The best answer is 2. Boatman.,1. Backpacker  2. Boatman  11. Laborer,2. Boatman,2. Boatman,2. Boatman
909,data/facet/images/imgs_2/sa_4336680.jpg,Boatman,2,1,0,Younger,2,1 2 11,2,2,2,The best answer is 2. Boatman.,1. Backpacker  2. Boatman  11. Laborer,2. Boatman,2. Boatman,2. Boatman
456,data/facet/images/imgs_2/sa_2793205.jpg,Boatman,2,1,0,Younger,2,1 2 11,2,2 11,2,The best answer is 2. Boatman.,1. Backpacker  2. Boatman  11. Laborer,2. Boatman,2. Boatman  11. Laborer,2. Boatman
977,data/facet/images/imgs_2/sa_528789.jpg,Boatman,2,1,1,Middle,2,2 11 16,2,2 16,2 11 16,The best answer is 2. Boatman.,2. Boatman  11. Laborer  16. Salesperson,2. Boatman,2. Boatman  16. Salesperson,2. Boatman  11. Laborer  16. Salesperson
982,data/facet/images/imgs_2/sa_2892396.jpg,Boatman,2,1,1,Middle,2,1 2 11,2,2,1 2,The best answer is 2. Boatman.,1. Backpacker  2. Boatman  11. Laborer,2. Boatman,2. Boatman,1. Backpacker  2. Boatman
459,data/facet/images/imgs_2/sa_279984.jpg,Boatman,2,1,2,Older,2,2 6 15,2,2,2 6 14 15 16,The best answer is 2. Boatman.,2. Boatman  6. Guard  15. Repairman,2. Boatman,2. Boatman,2. Boatman  6. Guard  14. Painter  15. Repairman  16. Salesperson
926,data/facet/images/imgs_2/sa_2186449.jpg,Boatman,2,1,1,Middle,2,2 11 16,2,2,2,The best answer is 2. Boatman.,2. Boatman  11. Laborer  16. Salesperson,2. Boatman,2. Boatman,2. Boatman
928,data/facet/images/imgs_2/sa_2946231.jpg,Boatman,2,1,2,Older,2,2 6 10,2,2,2 6 10 12,The best answer is 2. Boatman.,2. Boatman  6. Guard  10. Horse Rider,2. Boatman,2. Boatman,2. Boatman  6. Guard  10. Horse Rider  12. Officer
1195,data/facet/images/imgs_2/sa_4736510.jpg,Boatman,2,1,1,Middle,2,2 11 16,2,2,2,The best answer is 2. Boatman.,2. Boatman  11. Laborer  16. Salesperson,2. Boatman,2. Boatman,2. Boatman
161,data/facet/images/imgs_2/sa_5219665.jpg,Boatman,2,1,1,Middle,2,2 11 19,2,2,2 11 19,The best answer is 2. Boatman.,2. Boatman  11. Laborer  19. Speaker,2. Boatman,2. Boatman,2. Boatman  11. Laborer  19. Speaker
602,data/facet/images/imgs_2/sa_2790167.jpg,Boatman,2,1,1,Middle,2,2 6 19,2 6 19,2 3 6 19,2 3 6 19,The best answer is 2. Boatman.,2. Boatman  6. Guard  19. Speaker,2. Boatman  6. Guard  19. Speaker,2. Boatman  3. Computer User  6. Guard  19. Speaker,2. Boatman  3. Computer User  6. Guard  19. Speaker
626,data/facet/images/imgs_2/sa_3975611.jpg,Boatman,2,1,1,Middle,2,1 2 14,2,2,2,The best answer is 2. Boatman.,1. Backpacker  2. Boatman  14. Painter,2. Boatman,2. Boatman,2. Boatman
280,data/facet/images/imgs_2/sa_3761330.jpg,Boatman,2,1,1,Middle,2,1 2 14,2,2,2,The best answer is 2. Boatman.,1. Backpacker  2. Boatman  14. Painter,2. Boatman,2. Boatman,2. Boatman
145,data/facet/images/imgs_2/sa_2711896.jpg,Boatman,2,1,1,Middle,2,2 14 16,2,2,2,The best answer is 2. Boatman.,2. Boatman  14. Painter  16. Salesperson,2. Boatman,2. Boatman,2. Boatman
